Timestamp,Image,Model_Source,Evidence_Type,Confidence_Score,Confidence_Text,Visualized,Coords
2026-01-16T22:30:59.002274,scene_4,Standard_Model,Person,0.7475566267967224,74.76%,YES,"[437, 487, 1024, 588]"
2026-01-16T22:30:59.002404,scene_4,Standard_Model,Backpack,0.48109790682792664,48.11%,YES,"[395, 479, 510, 573]"
2026-01-16T22:30:59.002513,scene_4,Standard_Model,Backpack,0.06842906773090363,6.84%,NO,"[394, 496, 454, 568]"
2026-01-16T22:30:59.002558,scene_4,Custom_Model,Gun,0.05807828903198242,5.81%,NO,"[384, 452, 754, 607]"
2026-01-16T22:30:59.002519,scene_4,Standard_Model,Backpack,0.05091312527656555,5.09%,NO,"[437, 478, 511, 540]"
2026-01-16T22:30:59.002561,scene_4,Custom_Model,Gun,0.04523180425167084,4.52%,NO,"[382, 423, 1025, 607]"
2026-01-16T22:30:59.002565,scene_4,Custom_Model,Gun,0.014477234333753586,1.45%,NO,"[514, 485, 747, 587]"
2026-01-16T22:30:59.002523,scene_4,Standard_Model,Backpack,0.01328954752534628,1.33%,NO,"[443, 508, 541, 580]"
2026-01-16T22:30:59.002528,scene_4,Standard_Model,Backpack,0.012971998192369938,1.30%,NO,"[395, 479, 751, 587]"
2026-01-16T22:30:59.002532,scene_4,Standard_Model,Cell Phone,0.009842217899858952,0.98%,NO,"[710, 551, 738, 570]"
2026-01-16T22:30:59.002569,scene_4,Custom_Model,Gun,0.00946064293384552,0.95%,NO,"[390, 462, 532, 586]"
2026-01-16T22:30:59.002536,scene_4,Standard_Model,Person,0.00805511511862278,0.81%,NO,"[692, 493, 1015, 576]"
2026-01-16T22:30:59.002541,scene_4,Standard_Model,Person,0.006040761712938547,0.60%,NO,"[400, 483, 751, 587]"
2026-01-16T22:30:59.002573,scene_4,Custom_Model,Gun,0.005112463142722845,0.51%,NO,"[591, 488, 697, 559]"
2026-01-16T22:30:59.002577,scene_4,Custom_Model,Gun,0.005035888869315386,0.50%,NO,"[271, 266, 1351, 665]"
2026-01-16T22:30:59.002580,scene_4,Custom_Model,Gun,0.0034464378841221333,0.34%,NO,"[665, 467, 1021, 584]"
2026-01-16T22:30:59.002584,scene_4,Custom_Model,Gun,0.003381905611604452,0.34%,NO,"[471, 504, 737, 624]"
2026-01-16T22:30:59.002588,scene_4,Custom_Model,Gun,0.002576512284576893,0.26%,NO,"[384, 425, 595, 596]"
2026-01-16T22:30:59.002591,scene_4,Custom_Model,Gun,0.0020086707081645727,0.20%,NO,"[430, 464, 656, 588]"
2026-01-16T22:30:59.002595,scene_4,Custom_Model,Gun,0.0019757638219743967,0.20%,NO,"[570, 477, 822, 572]"
2026-01-16T22:30:59.002599,scene_4,Custom_Model,Gun,0.0017439447110518813,0.17%,NO,"[446, 481, 531, 581]"
2026-01-16T22:30:59.002546,scene_4,Standard_Model,Person,0.0016397887375205755,0.16%,NO,"[524, 489, 809, 564]"
2026-01-16T22:30:59.002603,scene_4,Custom_Model,Gun,0.001520018558949232,0.15%,NO,"[0, 27, 331, 625]"
2026-01-16T22:30:59.002607,scene_4,Custom_Model,Gun,0.0014233705587685108,0.14%,NO,"[0, 209, 417, 736]"
2026-01-16T22:30:59.002611,scene_4,Custom_Model,Gun,0.0013398966984823346,0.13%,NO,"[264, 400, 844, 638]"
2026-01-16T22:30:59.002615,scene_4,Custom_Model,Gun,0.0012973486445844173,0.13%,NO,"[508, 482, 673, 561]"
2026-01-16T22:30:59.002619,scene_4,Custom_Model,Gun,0.0012372449273243546,0.12%,NO,"[823, 498, 1020, 574]"
2026-01-16T22:30:59.002623,scene_4,Custom_Model,Gun,0.0012025177711620927,0.12%,NO,"[0, 405, 440, 768]"
2026-01-16T22:30:59.002550,scene_4,Standard_Model,Cell Phone,0.0011703560594469309,0.12%,NO,"[715, 552, 747, 576]"
2026-01-16T22:30:59.002626,scene_4,Custom_Model,Gun,0.0011688309023156762,0.12%,NO,"[628, 515, 753, 582]"
2026-01-16T22:30:59.002554,scene_4,Standard_Model,Bottle,0.0010725902393460274,0.11%,NO,"[515, 491, 540, 514]"
2026-01-16T22:30:59.002630,scene_4,Custom_Model,Gun,0.0010507451370358467,0.11%,NO,"[0, 263, 927, 680]"
2026-01-16T22:30:59.002634,scene_4,Custom_Model,Gun,0.0010123718529939651,0.10%,NO,"[650, 544, 748, 582]"
