Timestamp,Image,Model_Source,Evidence_Type,Confidence_Score,Confidence_Text,Visualized,Coords
2026-01-16T22:30:59.586561,scene_5,Standard_Model,Person,0.9136544466018677,91.37%,YES,"[493, 410, 1226, 605]"
2026-01-16T22:30:59.586705,scene_5,Custom_Model,Gun,0.11748252063989639,11.75%,NO,"[649, 36, 1143, 466]"
2026-01-16T22:30:59.586709,scene_5,Custom_Model,Gun,0.03812670707702637,3.81%,NO,"[243, 555, 521, 682]"
2026-01-16T22:30:59.586694,scene_5,Standard_Model,Handbag,0.021292727440595627,2.13%,NO,"[1187, 425, 1309, 500]"
2026-01-16T22:30:59.586713,scene_5,Custom_Model,Gun,0.02089094929397106,2.09%,NO,"[486, 40, 1218, 617]"
2026-01-16T22:30:59.586716,scene_5,Custom_Model,Gun,0.02078448049724102,2.08%,NO,"[237, 550, 577, 760]"
2026-01-16T22:30:59.586720,scene_5,Custom_Model,Gun,0.011769975535571575,1.18%,NO,"[1308, 211, 1365, 489]"
2026-01-16T22:30:59.586724,scene_5,Custom_Model,Gun,0.00762306759133935,0.76%,NO,"[484, 380, 1237, 606]"
2026-01-16T22:30:59.586700,scene_5,Standard_Model,Person,0.006840398069471121,0.68%,NO,"[149, 349, 177, 437]"
2026-01-16T22:30:59.586728,scene_5,Custom_Model,Gun,0.0053680879063904285,0.54%,NO,"[1327, 162, 1364, 432]"
2026-01-16T22:30:59.586732,scene_5,Custom_Model,Gun,0.0038433726876974106,0.38%,NO,"[1339, 239, 1364, 384]"
2026-01-16T22:30:59.586736,scene_5,Custom_Model,Gun,0.0037324028089642525,0.37%,NO,"[89, 106, 1339, 752]"
2026-01-16T22:30:59.586739,scene_5,Custom_Model,Gun,0.0030753568280488253,0.31%,NO,"[1284, 150, 1364, 438]"
2026-01-16T22:30:59.586742,scene_5,Custom_Model,Gun,0.003005978651344776,0.30%,NO,"[247, 542, 272, 555]"
2026-01-16T22:30:59.586746,scene_5,Custom_Model,Gun,0.0027054983656853437,0.27%,NO,"[0, 166, 54, 438]"
2026-01-16T22:30:59.586750,scene_5,Custom_Model,Gun,0.0026470806915313005,0.26%,NO,"[211, 484, 229, 498]"
2026-01-16T22:30:59.586753,scene_5,Custom_Model,Gun,0.002564965281635523,0.26%,NO,"[348, 452, 445, 472]"
2026-01-16T22:30:59.586757,scene_5,Custom_Model,Gun,0.0025633201003074646,0.26%,NO,"[452, 290, 557, 432]"
2026-01-16T22:30:59.586760,scene_5,Custom_Model,Gun,0.0023851434234529734,0.24%,NO,"[695, 438, 730, 458]"
2026-01-16T22:30:59.586764,scene_5,Custom_Model,Gun,0.002338526537641883,0.23%,NO,"[173, 466, 205, 483]"
2026-01-16T22:30:59.586768,scene_5,Custom_Model,Gun,0.0018622528295964003,0.19%,NO,"[1169, 420, 1314, 506]"
2026-01-16T22:30:59.586771,scene_5,Custom_Model,Gun,0.0018610300030559301,0.19%,NO,"[1310, 192, 1364, 735]"
2026-01-16T22:30:59.586775,scene_5,Custom_Model,Gun,0.0017819893546402454,0.18%,NO,"[1267, 206, 1365, 584]"
2026-01-16T22:30:59.586778,scene_5,Custom_Model,Gun,0.0017781866481527686,0.18%,NO,"[1243, 51, 1365, 443]"
2026-01-16T22:30:59.586782,scene_5,Custom_Model,Gun,0.001662233960814774,0.17%,NO,"[77, 381, 624, 761]"
2026-01-16T22:30:59.586785,scene_5,Custom_Model,Gun,0.0016012571286410093,0.16%,NO,"[345, 434, 447, 469]"
2026-01-16T22:30:59.586789,scene_5,Custom_Model,Gun,0.0014803353697061539,0.15%,NO,"[6, 538, 520, 755]"
2026-01-16T22:30:59.586792,scene_5,Custom_Model,Gun,0.001312457607127726,0.13%,NO,"[0, 474, 317, 768]"
2026-01-16T22:30:59.586796,scene_5,Custom_Model,Gun,0.0013062378857284784,0.13%,NO,"[361, 581, 404, 611]"
2026-01-16T22:30:59.586799,scene_5,Custom_Model,Gun,0.0012738583609461784,0.13%,NO,"[0, 18, 66, 370]"
2026-01-16T22:30:59.586803,scene_5,Custom_Model,Gun,0.0012733611511066556,0.13%,NO,"[463, 411, 1347, 759]"
2026-01-16T22:30:59.586806,scene_5,Custom_Model,Gun,0.0012419801205396652,0.12%,NO,"[0, 171, 436, 768]"
2026-01-16T22:30:59.586810,scene_5,Custom_Model,Gun,0.0012223917292430997,0.12%,NO,"[1094, 486, 1128, 509]"
2026-01-16T22:30:59.586814,scene_5,Custom_Model,Gun,0.0011040352983400226,0.11%,NO,"[418, 164, 550, 432]"
2026-01-16T22:30:59.586817,scene_5,Custom_Model,Gun,0.001080398098565638,0.11%,NO,"[0, 190, 40, 337]"
2026-01-16T22:30:59.586821,scene_5,Custom_Model,Gun,0.0010677375830709934,0.11%,NO,"[1229, 356, 1350, 496]"
2026-01-16T22:30:59.586824,scene_5,Custom_Model,Gun,0.001050937338732183,0.11%,NO,"[717, 157, 744, 188]"
2026-01-16T22:30:59.586828,scene_5,Custom_Model,Blood Stain,0.0010393763659521937,0.10%,NO,"[501, 367, 1238, 604]"
2026-01-16T22:30:59.586832,scene_5,Custom_Model,Gun,0.001018173061311245,0.10%,NO,"[82, 473, 513, 686]"
2026-01-16T22:30:59.586835,scene_5,Custom_Model,Blood Stain,0.0010082580847665668,0.10%,NO,"[254, 640, 1202, 768]"
